"GEO_ID","NAME","P2_001N","P2_002N","P2_003N","P2_004N","P2_005N","P2_006N","P2_007N","P2_008N","P2_009N","P2_010N","P2_011N","P2_012N","P2_013N","P2_014N","P2_015N","P2_016N","P2_017N","P2_018N","P2_019N","P2_020N","P2_021N","P2_022N","P2_023N","P2_024N","P2_025N","P2_026N","P2_027N","P2_028N","P2_029N","P2_030N","P2_031N","P2_032N","P2_033N","P2_034N","P2_035N","P2_036N","P2_037N","P2_038N","P2_039N","P2_040N","P2_041N","P2_042N","P2_043N","P2_044N","P2_045N","P2_046N","P2_047N","P2_048N","P2_049N","P2_050N","P2_051N","P2_052N","P2_053N","P2_054N","P2_055N","P2_056N","P2_057N","P2_058N","P2_059N","P2_060N","P2_061N","P2_062N","P2_063N","P2_064N","P2_065N","P2_066N","P2_067N","P2_068N","P2_069N","P2_070N","P2_071N","P2_072N","P2_073N"
"0500000US01105","Perry County, Alabama","8511","89","8422","8285","2345","5914","15","10","1","0","137","121","59","16","10","0","10","13","6","0","7","0","0","0","0","0","0","14","4","0","0","5","0","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01107","Pickens County, Alabama","19123","1053","18070","17627","10066","7448","23","78","0","12","443","427","179","148","9","0","42","22","9","0","6","7","0","5","0","0","0","16","4","0","0","2","3","2","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01109","Pike County, Alabama","33009","905","32104","30976","18036","12068","169","577","9","117","1128","1050","388","397","106","6","62","46","10","7","17","3","0","0","5","3","0","67","43","11","0","0","0","1","0","6","3","1","2","0","0","0","0","0","0","0","0","0","11","1","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01111","Randolph County, Alabama","21967","605","21362","20631","16629","3814","50","86","1","51","731","705","232","300","16","5","105","12","3","1","17","13","0","0","0","1","0","12","3","3","1","3","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","9","2","0","5","0","0","0","1","0","0","0","1","0","0","0","0","5","0","5","0","0","0","0","0","0"
"0500000US01113","Russell County, Alabama","59183","3195","55988","53559","26679","25930","180","408","128","234","2429","2248","827","643","230","26","246","139","46","23","44","3","0","5","9","0","7","152","72","25","0","14","6","0","5","10","0","1","6","1","0","11","0","1","0","0","0","0","25","14","0","6","4","0","0","1","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0"
"0500000US01115","St. Clair County, Alabama","91103","2575","88528","84737","74962","8617","249","655","20","234","3791","3656","715","1964","262","8","616","39","9","4","30","0","0","2","7","0","0","132","59","8","4","10","31","6","6","6","1","0","0","0","0","1","0","0","0","0","0","0","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01117","Shelby County, Alabama","223024","16460","206564","197904","162712","28711","478","5114","91","798","8660","8299","1728","3677","1139","38","1365","129","78","12","86","2","0","8","24","13","0","339","139","45","0","33","56","0","4","41","3","0","1","0","5","9","0","3","0","0","0","0","20","5","0","0","8","4","0","0","0","0","0","3","0","0","0","0","2","0","0","2","0","0","0","0","0"
"0500000US01119","Sumter County, Alabama","12345","131","12214","12032","2937","8955","26","102","3","9","182","153","57","25","14","0","20","19","2","7","7","0","2","0","0","0","0","23","0","6","0","0","0","0","3","5","0","2","0","6","0","1","0","0","0","0","0","0","6","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01121","Talladega County, Alabama","82149","1779","80370","77884","50732","26340","184","395","27","206","2486","2354","811","1010","109","14","244","85","21","5","36","0","0","11","6","2","0","111","61","8","6","10","4","1","1","9","0","0","0","0","2","0","9","0","0","0","0","0","17","3","1","2","0","2","0","0","2","0","0","1","0","0","6","0","4","3","1","0","0","0","0","0","0"
"0500000US01123","Tallapoosa County, Alabama","41311","1144","40167","39015","28252","10366","84","222","0","91","1152","1114","314","510","64","10","140","58","3","0","13","0","0","1","0","1","0","35","24","0","0","5","0","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01125","Tuscaloosa County, Alabama","227036","12298","214738","208206","134880","68779","420","3241","94","792","6532","6270","1754","2400","859","36","742","259","39","23","102","6","0","4","35","11","0","232","119","37","6","17","5","1","14","12","1","3","3","0","11","2","0","0","0","0","0","1","29","10","1","9","6","2","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0"
"0500000US01127","Walker County, Alabama","65342","2152","63190","60891","56394","3889","187","283","2","136","2299","2211","539","1229","87","10","304","17","4","0","20","0","0","0","0","0","1","74","51","0","0","0","11","0","4","6","0","0","0","0","2","0","0","0","0","0","0","0","7","0","4","1","0","0","0","2","0","0","0","0","0","0","0","0","7","5","0","0","0","2","0","0","0"
"0500000US01129","Washington County, Alabama","15388","138","15250","14726","10267","3318","1102","14","2","23","524","494","95","275","12","1","46","46","2","1","5","0","0","0","8","2","1","29","21","0","0","1","3","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01131","Wilcox County, Alabama","10600","112","10488","10330","2866","7425","11","7","5","16","158","141","69","29","0","0","15","6","3","0","17","0","0","0","0","2","0","12","11","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01133","Winston County, Alabama","23540","815","22725","21918","21598","131","83","58","9","39","807","795","99","516","27","3","142","0","0","0","3","5","0","0","0","0","0","11","5","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US02013","Aleutians East Borough, Alaska","3420","674","2746","2566","658","297","797","771","32","11","180","156","1","108","12","1","6","1","3","2","0","10","3","7","0","2","0","18","7","0","2","0","6","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0"
"0500000US02016","Aleutians West Census Area, Alaska","5232","668","4564","4301","1585","257","709","1502","238","10","263","237","9","96","72","2","6","16","1","0","0","7","17","1","10","0","0","22","11","0","1","1","3","0","2","0","0","0","0","0","0","2","0","0","1","0","0","1","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US02020","Anchorage Municipality, Alaska","291247","26438","264809","233536","158232","13777","22480","27281","9844","1922","31273","28274","3037","13237","4943","779","2852","1097","330","226","135","449","268","61","802","58","0","2731","892","212","63","43","664","161","81","451","16","2","46","15","10","32","1","4","29","3","0","6","241","116","16","8","16","0","0","74","5","0","5","0","1","0","0","0","22","19","3","0","0","0","0","5","5"
"0500000US02050","Bethel Census Area, Alaska","18666","207","18459","17514","1628","84","15580","201","2","19","945","898","14","691","33","5","26","64","0","0","0","31","25","6","3","0","0","42","16","0","0","4","19","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","3","0","0","0"
"0500000US02060","Bristol Bay Borough, Alaska","844","45","799","669","357","6","296","5","3","2","130","120","4","85","5","3","5","2","1","0","0","3","7","2","3","0","0","10","1","5","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US02063","Chugach Census Area, Alaska","7102","397","6705","6085","4768","46","657","527","61","26","620","593","36","377","106","0","56","0","7","1","2","0","1","1","6","0","0","26","6","0","0","5","8","0","0","0","2","0","0","0","0","0","0","0","5","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US02066","Copper River Census Area, Alaska","2617","84","2533","2284","1591","6","645","17","10","15","249","231","3","190","13","7","6","5","0","1","0","3","0","0","3","0","0","11","4","0","0","0","0","2","0","0","0","0","3","2","0","0","0","0","0","0","0","0","6","1","0","1","2","0","0","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0"
"0500000US02068","Denali Borough, Alaska","1619","32","1587","1466","1378","9","59","13","3","4","121","110","4","61","20","1","16","0","0","0","0","5","1","1","1","0","0","6","1","0","0","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","1","0","1","0","0","0"
"0500000US02070","Dillingham Census Area, Alaska","4857","146","4711","4262","770","19","3412","45","9","7","449","405","6","316","2","1","12","37","0","0","1","29","1","0","0","0","0","41","7","0","7","7","18","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0500000US02090","Fairbanks North Star Borough, Alaska","95655","7320","88335","78708","63178","3804","7299","3031","584","812","9627","8936","915","4591","1348","143","1352","219","71","28","103","49","20","22","69","6","0","630","245","62","9","11","148","18","28","81","9","0","0","3","1","6","0","0","4","0","0","5","54","17","3","9","5","0","0","12","0","0","1","0","0","0","0","7","6","0","6","0","0","0","0","1","1"
"0500000US02100","Haines Borough, Alaska","2080","67","2013","1809","1577","2","205","14","2","9","204","188","4","121","13","3","34","2","0","0","0","3","0","2","4","2","0","11","4","2","0","0","1","0","2","0","0","1","0","0","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US02105","Hoonah-Angoon Census Area, Alaska","2365","120","2245","2005","1123","6","841","15","4","16","240","206","8","154","7","1","4","14","2","2","2","6","2","4","0","0","0","34","7","3","0","2","18","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US02110","Juneau City and Borough, Alaska","32255","2077","30178","26136","19673","328","3397","2086","469","183","4042","3537","146","2068","483","90","352","113","9","0","0","236","13","0","20","7","0","449","84","8","8","7","277","18","5","26","0","0","0","1","0","0","0","0","15","0","0","0","48","2","0","4","6","5","0","28","1","0","0","1","0","0","0","1","8","2","0","1","0","3","2","0","0"
"0500000US02122","Kenai Peninsula Borough, Alaska","58799","2328","56471","51352","45546","361","4107","793","173","372","5119","4866","235","3099","506","70","778","44","4","5","17","15","29","17","46","1","0","227","85","9","6","4","55","18","2","38","2","0","5","0","0","0","0","0","1","0","2","0","24","7","0","0","3","0","0","12","0","0","2","0","0","0","0","0","2","0","2","0","0","0","0","0","0"
"0500000US02130","Ketchikan Gateway Borough, Alaska","13948","650","13298","11822","8221","100","2264","1118","26","93","1476","1364","72","873","166","19","140","25","3","0","0","33","8","5","20","0","0","104","25","1","1","0","48","5","5","16","0","0","0","0","0","0","0","0","2","0","0","1","4","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","4","0","3","0","0","1","0","0","0"
"0500000US02150","Kodiak Island Borough, Alaska","13101","1024","12077","11097","6291","85","1759","2781","107","74","980","899","21","529","146","22","84","11","10","0","12","14","1","8","31","10","0","71","7","0","2","4","27","3","0","18","0","0","0","0","5","0","0","0","1","1","2","1","10","6","0","0","0","0","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"0500000US02158","Kusilvak Census Area, Alaska","8368","14","8354","8172","173","16","7946","23","0","14","182","164","4","117","4","1","0","20","1","0","1","2","10","4","0","0","0","7","0","1","0","0","0","1","0","1","1","0","2","0","0","0","0","0","1","0","0","0","9","1","0","0","3","0","2","2","0","1","0","0","0","0","0","0","2","1","0","0","1","0","0","0","0"
"0500000US02164","Lake and Peninsula Borough, Alaska","1476","34","1442","1298","297","1","993","7","0","0","144","133","0","90","0","0","10","9","0","0","0","10","8","3","3","0","0","9","7","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US02170","Matanuska-Susitna Borough, Alaska","107081","5244","101837","91416","81050","1059","6531","1515","476","785","10421","9733","677","5975","1127","249","1227","112","35","18","6","83","22","24","160","17","1","642","234","37","5","14","162","36","33","102","0","0","0","2","0","6","0","0","9","0","2","0","35","10","1","7","0","0","0","15","0","0","2","0","0","0","0","0","11","7","0","1","0","3","0","0","0"
"0500000US02180","Nome Census Area, Alaska","10046","186","9860","9092","1393","52","7508","109","5","25","768","700","10","576","30","0","24","18","0","0","0","32","6","0","4","0","0","59","18","0","0","0","16","0","8","9","1","0","2","0","2","0","0","0","3","0","0","0","6","0","0","0","2","0","0","4","0","0","0","0","0","0","0","0","3","0","2","1","0","0","0","0","0"
